Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
454,Anthony Nwakaeme\f30a4ab1,ng NGA,MF,Trabzonspor,32,1989,30,27,2254,25.0,13,10,11,2,2,3,0,0.52,0.40,0.92,0.44,0.84,Matches
455,Obinna Nwobodo\897c8066,ng NGA,MF,Göztepe,24,1996,29,29,2501,27.8,0,1,0,0,0,12,1,0.00,0.04,0.04,0.00,0.04,Matches
456,Ahmet Oğuz\a84d1dc0,tr TUR,DF,Sivasspor,28,1993,26,23,1898,21.1,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matches
457,Stefano Okaka\601ef102,it ITA,FW,Başakşehir,31,1989,31,29,2658,29.5,12,3,12,0,0,6,0,0.41,0.10,0.51,0.41,0.51,Matches
458,Burak Öksüz\4937de66,tr TUR,DF,Hatayspor,25,1996,33,31,2748,30.5,0,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
459,Paweł Olkowski\896c126c,pl POL,DF,Gaziantep FK,31,1990,2,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
460,Abdülkadir Ömür\6456e745,tr TUR,MF,Trabzonspor,22,1999,33,27,2176,24.2,7,3,7,0,0,1,0,0.29,0.12,0.41,0.29,0.41,Matches
461,Kaan Onaran\8fede218,tr TUR,MF,Sivasspor,17,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
462,Samed Onur\14866457,tr TUR,FW,Fatih Karagümrük,19,2002,8,0,85,0.9,1,0,1,0,0,0,0,1.06,0.00,1.06,1.06,1.06,Matches
463,Cekdar Orhan\2f518001,tr TUR,MF,Giresunspor,23,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
464,Bright Osayi-Samuel\03b6afa9,eng ENG,MFDF,Fenerbahçe,23,1997,31,27,2364,26.3,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches
465,Haqi Osman\db0ee2aa,gh GHA,FW,Yeni Mal'spor,19,2002,16,2,347,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Caner Osmanpaşa\35c54115,tr TUR,DF,Sivasspor,33,1988,32,31,2782,30.9,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,Matches
467,Şener Özbayraklı\952e0df2,tr TUR,DF,Başakşehir,31,1990,9,3,239,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Ertaç Özbir\1234bedf,tr TUR,GK,Yeni Mal'spor,31,1989,29,29,2561,28.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Berkay Özcan\31114001,tr TUR,MF,Başakşehir,23,1998,35,30,2483,27.6,3,1,3,0,0,1,0,0.11,0.04,0.14,0.11,0.14,Matches
470,Erdem Özcan\f19921c7,tr TUR,FW,Altay,18,2002,3,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Arda Özçimen\111e4cd3,tr TUR,GK,Göztepe,19,2002,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Soner Özdemir\c155219e,tr TUR,MF,Rizespor,18,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Berke Özer\0743d0ec,tr TUR,GK,Fenerbahçe,21,2000,14,13,1183,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Kenan Özer\ef870342,tr TUR,DFMF,Yeni Mal'spor,33,1987,12,9,692,7.7,1,1,1,0,0,1,1,0.13,0.13,0.26,0.13,0.26,Matches
475,Kenan Özer\ef870342,tr TUR,MF,Gaziantep FK,33,1987,11,1,266,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
476,Bertuğ Özgür Yıldırım\7410d325,tr TUR,FW,Hatayspor,19,2002,16,1,211,2.3,1,1,1,0,0,2,0,0.43,0.43,0.85,0.43,0.85,Matches
477,Mesut Özil\16380240,de GER,MF,Fenerbahçe,32,1988,22,14,1243,13.8,8,2,4,4,4,0,0,0.58,0.14,0.72,0.29,0.43,Matches
478,Özgür Özkaya\4085e66b,tr TUR,DF,Altay,33,1988,9,5,375,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Ege Özkayimoglu\788b1f22,tr TUR,MF,Göztepe,20,2001,11,1,227,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Hakan Özmert\16942a77,tr TUR,MF,Antalyaspor,36,1985,25,11,984,10.9,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
481,Erhun Oztumer\327092e2,tr TUR,MF,Fatih Karagümrük,30,1991,18,8,798,8.9,0,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,Matches
482,Erhun Oztumer\327092e2,tr TUR,MF,Adana Demirspor,30,1991,7,1,165,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,Matches
483,Alpaslan Öztürk\225647e2,tr TUR,DFMF,Galatasaray,28,1993,11,6,623,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Bahadır Öztürk\5ac0402b,tr TUR,DF,Antalyaspor,25,1995,10,3,224,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Fatih Öztürk\88b5445c,tr TUR,GK,Galatasaray,34,1986,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
486,İbrahim Öztürk\259d540f,tr TUR,DF,Altay,40,1981,25,18,1716,19.1,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
487,Oğuzhan Özyakup\d8c679be,tr TUR,MF,Beşiktaş,28,1992,13,7,606,6.7,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
488,Marco Paixão\6eefde4c,pt POR,FW,Altay,36,1984,23,4,665,7.4,2,0,1,1,2,3,0,0.27,0.00,0.27,0.14,0.14,Matches
489,Murat Paluli\2f5b4f08,tr TUR,MFDF,Göztepe,26,1994,22,21,1739,19.3,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
490,İlhan Parlak\31764553,tr TUR,FWMF,Kayserispor,34,1987,27,8,796,8.8,2,1,2,0,0,1,0,0.23,0.11,0.34,0.23,0.34,Matches
491,Abdülkadir Parmak\ce5a24b9,tr TUR,MF,Kayserispor,26,1994,13,11,943,10.5,1,2,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,Matches
492,Abdülkadir Parmak\ce5a24b9,tr TUR,MF,Trabzonspor,26,1994,4,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Halil Pehlivan\3a50ff6b,tr TUR,DFMF,Gaziantep FK,27,1993,24,15,1283,14.3,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
494,Yasin Pehlivan\8bf997e3,at AUT,MF,Rizespor,32,1989,11,4,409,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
495,Mustafa Pektemek\157c5e0b,tr TUR,FW,Kayserispor,32,1988,27,12,1101,12.2,3,2,3,0,0,1,0,0.25,0.16,0.41,0.25,0.41,Matches
496,Dimitris Pelkas\33bd3dae,gr GRE,MF,Fenerbahçe,27,1993,23,8,772,8.6,4,0,4,0,0,2,0,0.47,0.00,0.47,0.47,0.47,Matches
497,Joey Pelupessy\f9575abf,nl NED,MF,Giresunspor,28,1993,20,9,819,9.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
498,Iñaki Peña\cc1c5035,es ESP,GK,Galatasaray,22,1999,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Bruno Peres\852351df,br BRA,DF,Trabzonspor,31,1990,27,25,2149,23.9,1,1,0,1,1,7,1,0.04,0.04,0.08,0.00,0.04,Matches
500,Alexis Pérez\14c35d1a,co COL,DF,Giresunspor,27,1994,34,34,3051,33.9,2,1,2,0,0,8,1,0.06,0.03,0.09,0.06,0.09,Matches
501,Aleksandar Pešić\a2f2d806,rs SRB,FW,Fatih Karagümrük,29,1992,31,28,2477,27.5,14,4,12,2,3,3,0,0.51,0.15,0.65,0.44,0.58,Matches
502,Lebogang Phiri\b6dac747,za RSA,MF,Rizespor,26,1994,16,10,1001,11.1,0,2,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches
503,Sergen Piçinciol\622760b1,tr TUR,DF,Giresunspor,25,1995,16,7,758,8.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
504,César Pinares\e33dbe40,cl CHI,MF,Altay,30,1991,27,25,1956,21.7,3,4,3,0,0,10,1,0.14,0.18,0.32,0.14,0.32,Matches
505,Onurcan Piri\0984edd0,tr TUR,GK,Giresunspor,26,1994,6,6,502,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
506,Kenan Pirić\00b86f5e,ba BIH,GK,Göztepe,27,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Pizzi\96094cbc,pt POR,MF,Başakşehir,31,1989,10,4,260,2.9,1,1,1,0,0,0,0,0.35,0.35,0.69,0.35,0.69,Matches
508,Miralem Pjanić\ad6df2d5,ba BIH,MF,Beşiktaş,31,1990,20,16,1394,15.5,0,2,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,Matches
509,Joel Pohjanpalo\ea003d07,fi FIN,FW,Rizespor,26,1994,33,25,2105,23.4,16,1,11,5,5,0,0,0.68,0.04,0.73,0.47,0.51,Matches
510,Andrea Poli\b3fd7075,it ITA,MF,Antalyaspor,31,1989,28,20,1736,19.3,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
511,Carlos Ponck\b1579026,cv CPV,DF,Başakşehir,26,1995,6,2,222,2.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
512,Carlos Ponck\b1579026,cv CPV,DF,Rizespor,26,1995,13,13,1170,13.0,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
513,Strahil Popov\2940a5b4,bg BUL,DF,Hatayspor,30,1990,4,2,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Alper Potuk\dade14fe,tr TUR,MF,Rizespor,30,1991,22,14,1236,13.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
515,Tymoteusz Puchacz\c68b1b13,pl POL,DF,Trabzonspor,22,1999,9,8,734,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
516,Erick Pulgar\4611e028,cl CHI,MF,Galatasaray,27,1994,11,7,602,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Amar Rahmanović\3cbc3982,ba BIH,MF,Konyaspor,27,1994,31,13,1380,15.3,6,1,6,0,0,4,1,0.39,0.07,0.46,0.39,0.46,Matches
518,Joher Rassoul\c82f3e56,sn SEN,DF,Adana Demirspor,25,1995,25,20,1734,19.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
519,Loïc Rémy\5c2da10f,fr FRA,FW,Adana Demirspor,34,1987,2,0,29,0.3,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Loïc Rémy\5c2da10f,fr FRA,FW,Rizespor,34,1987,8,2,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Rúben Tiago Rodrigues Ribeiro\3493992e,pt POR,MF,Hatayspor,33,1987,29,29,2362,26.2,2,3,2,0,0,9,2,0.08,0.11,0.19,0.08,0.19,Matches
522,Martín Rodríguez\c075b5f0,cl CHI,MFFW,Altay,26,1994,29,25,2116,23.5,3,1,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,Matches
523,Valentin Rosier\9b6d9b53,fr FRA,DFMF,Beşiktaş,24,1996,31,31,2707,30.1,1,4,1,0,0,10,3,0.03,0.13,0.17,0.03,0.17,Matches
524,Diego Rossi\a81dba8c,uy URU,MFFW,Fenerbahçe,23,1998,31,25,1963,21.8,6,7,6,0,0,2,0,0.28,0.32,0.60,0.28,0.60,Matches
525,Serdar Saatçı\760fd987,tr TUR,DF,Beşiktaş,18,2003,11,8,856,9.5,1,1,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,Matches
526,Erik Sabo\dbec1c01,sk SVK,MF,Rizespor,29,1991,34,25,2086,23.2,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,Matches
527,Isaac Sackey\eb000b44,gh GHA,DFMF,Hatayspor,27,1994,26,20,1665,18.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Loret Sadiku\ec5867a5,al ALB,MF,Kasımpaşa,30,1991,11,11,892,9.9,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches
529,Ángelo Sagal\a213be30,cl CHI,MFFW,Gaziantep FK,28,1993,30,22,1902,21.1,3,1,2,1,1,7,1,0.14,0.05,0.19,0.09,0.14,Matches
530,Cenk Şahin\75f08ea6,tr TUR,FWMF,Gaziantep FK,26,1994,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Nuri Şahin\f4081572,tr TUR,MF,Antalyaspor,32,1988,8,8,607,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Sedat Şahintürk\3bf60dd4,tr TUR,FW,Adana Demirspor,25,1996,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
533,Dylan Saint-Louis\94622837,cg CGO,MFFW,Hatayspor,26,1995,35,14,1531,17.0,4,5,4,0,0,2,0,0.24,0.29,0.53,0.24,0.53,Matches
534,Yannis Salibur\bb4a42be,fr FRA,FWMF,Fatih Karagümrük,30,1991,12,3,345,3.8,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches
535,Mbwana Samatta\dae8623e,tz TAN,FW,Fenerbahçe,28,1992,3,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
536,Nazim Sangaré\3efaa30d,tr TUR,DFMF,Fenerbahçe,27,1994,20,12,1113,12.4,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches
537,Younousse Sankharé\c650629d,sn SEN,MF,Giresunspor,31,1989,8,3,331,3.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Veysel Sarı\494d18b6,tr TUR,DF,Antalyaspor,33,1988,35,33,2952,32.8,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches
539,Yusuf Sari\a2da58b1,tr TUR,MF,Trabzonspor,22,1998,15,1,390,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
540,Yusuf Sari\a2da58b1,tr TUR,MF,Rizespor,22,1998,13,6,718,8.0,3,2,3,0,0,1,0,0.38,0.25,0.63,0.38,0.63,Matches
541,Efe Sarikaya\f842dd5c,tr TUR,DF,Altay,15,2005,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
542,Ali Şaşal Vural\cead8fc6,tr TUR,GK,Sivasspor,31,1990,25,25,2250,25.0,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
543,Emre Satılmış\7c6d3a82,tr TUR,GK,Sivasspor,24,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
544,Enes Savucu\df8571d2,tr TUR,FW,Yeni Mal'spor,17,2004,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Gökhan Sazdağı\01fed96a,tr TUR,MFFW,Kayserispor,26,1994,24,11,965,10.7,3,0,3,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches
546,Ibrahim Šehić\56bf1cc0,ba BIH,GK,Konyaspor,32,1988,37,37,3330,37.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
547,Cengizhan Şen\178cfec8,tr TUR,DF,Göztepe,16,2005,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Muhammed Şengezer\fa71b998,tr TUR,GK,Başakşehir,24,1997,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
549,Tarkan Serbest\63fe0133,tr TUR,DFMF,Kasımpaşa,27,1994,30,25,2246,25.0,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,Matches
550,Cemalil Sertel\b0cc02e2,tr TUR,DF,Rizespor,21,2000,30,26,2235,24.8,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
551,Beykan Şimşek\74e0054d,tr TUR,MF,Göztepe,26,1995,6,1,155,1.7,1,0,1,0,0,0,1,0.58,0.00,0.58,0.58,0.58,Matches
552,Doğukan Sınık\fa027b60,tr TUR,MFFW,Antalyaspor,22,1999,32,29,2287,25.4,3,5,3,0,0,4,0,0.12,0.20,0.31,0.12,0.31,Matches
553,Emmanouil Siopis\36a6f28d,gr GRE,MF,Alanyaspor,27,1994,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
554,Emmanouil Siopis\36a6f28d,gr GRE,MF,Trabzonspor,27,1994,32,17,1701,18.9,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches
555,Guilherme Sityá\8377c51d,pt POR,DF,Konyaspor,31,1990,38,38,3416,38.0,4,5,1,3,3,2,0,0.11,0.13,0.24,0.03,0.16,Matches
556,Nejc Skubic\fd6f2466,si SVN,DF,Konyaspor,32,1989,36,36,3097,34.4,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches
557,José Sosa\1eecc0c6,ar ARG,MF,Fenerbahçe,36,1985,19,10,947,10.5,0,2,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
558,Josef de Souza\fb6530de,br BRA,MF,Beşiktaş,32,1989,32,29,2607,29.0,5,0,5,0,0,9,1,0.17,0.00,0.17,0.17,0.17,Matches
559,Furkan Soyalp\d740fd7c,tr TUR,MF,Gaziantep FK,26,1995,26,18,1507,16.7,3,3,3,0,0,3,0,0.18,0.18,0.36,0.18,0.36,Matches
560,Uroš Spajić\02ce2030,rs SRB,DF,Kasımpaşa,28,1993,8,6,593,6.6,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
561,Benjamin Stambouli\5939baa2,fr FRA,MF,Adana Demirspor,30,1990,32,29,2443,27.1,2,3,2,0,0,4,0,0.07,0.11,0.18,0.07,0.18,Matches
562,Luka Stankovski\9c202f15,mk MKD,MF,Gaziantep FK,18,2002,4,1,86,1.0,1,0,1,0,0,0,0,1.05,0.00,1.05,1.05,1.05,Matches
563,Magomed-Shapi Suleymanov\d94653be,ru RUS,MF,Giresunspor,21,1999,31,22,2004,22.3,3,1,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,Matches
564,Jonas Svensson\deb20131,no NOR,DF,Adana Demirspor,28,1993,33,33,2894,32.2,0,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
565,Attila Szalai\50ff205b,hu HUN,DF,Fenerbahçe,23,1998,31,24,2232,24.8,1,2,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
566,Ravil Tagir\4d80d692,tr TUR,DF,Başakşehir,18,2003,7,7,561,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Emirhan Tak\7fc04973,tr TUR,FW,Sivasspor,18,2003,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
568,Tayyib Talha Sanuç\7d4f9ee6,tr TUR,DF,Adana Demirspor,21,1999,26,23,2064,22.9,1,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches
569,Yusuf Talum\77350aac,tr TUR,MF,Göztepe,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Umut Tanis\45f02843,tr TUR,MF,Yeni Mal'spor,17,2004,6,2,196,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
571,Oussama Tannane\730bd100,ma MAR,FWMF,Göztepe,27,1994,5,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
572,Emre Taşdemir\895a2119,tr TUR,DFMF,Giresunspor,25,1995,18,4,456,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Ertuğrul Taşkıran\cf8c553e,tr TUR,GK,Kasımpaşa,31,1989,27,27,2361,26.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
574,Efe Tatlı\cccb08b3,tr TUR,MF,Fatih Karagümrük,19,2002,6,3,297,3.3,0,1,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches
575,Efe Tecimer\9e2d0679,tr TUR,FW,Rizespor,18,2003,3,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
576,Alex Teixeira\ae530c73,br BRA,MFFW,Beşiktaş,31,1990,24,15,1242,13.8,4,1,4,0,0,3,0,0.29,0.07,0.36,0.29,0.36,Matches
577,Mahmut Tekdemir\bfe272bd,tr TUR,MF,Başakşehir,33,1988,25,24,2020,22.4,3,1,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,Matches
578,Harun Tekin\5640992b,tr TUR,GK,Kasımpaşa,32,1989,9,8,789,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
579,Selimcan Temel\d890e9bd,tr TUR,DF,Hatayspor,21,2000,7,0,122,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Benjamin Tetteh\91f04b44,gh GHA,FW,Yeni Mal'spor,24,1997,26,23,1995,22.2,7,2,7,0,0,4,0,0.32,0.09,0.41,0.32,0.41,Matches
581,Thaciano\139113e4,br BRA,MFDF,Altay,26,1995,28,19,1712,19.0,3,1,3,0,1,4,0,0.16,0.05,0.21,0.16,0.21,Matches
582,Khaly Thiam\b12ccce7,sn SEN,DFMF,Altay,27,1994,30,26,2336,26.0,1,1,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,Matches
583,David Tijanić\6acda5fe,si SVN,MFFW,Göztepe,24,1997,33,15,1622,18.0,4,0,4,0,1,0,0,0.22,0.00,0.22,0.22,0.22,Matches
584,Mickaël Tirpan\43156df9,be BEL,DFMF,Kasımpaşa,27,1993,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
585,Marcel Tisserand\45954ec7,cd COD,DF,Fenerbahçe,28,1993,19,15,1375,15.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
586,Dorukhan Toköz\c9bdb329,tr TUR,DFMF,Trabzonspor,25,1996,29,23,2109,23.4,2,2,2,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
587,Mehmet Topal\f93c876b,tr TUR,DF,Beşiktaş,35,1986,7,1,129,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Cihan Topaloğlu\f25616d7,tr TUR,GK,Altay,29,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
589,Emir Topçu\1828145a,tr TUR,DF,Rizespor,20,2000,12,9,843,9.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
590,Yunus Toplu\7ee14fdb,tr TUR,DF,Göztepe,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
591,Gökhan Töre\51960957,tr TUR,MF,Beşiktaş,29,1992,12,2,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
592,Tunay Torun\d46ce637,tr TUR,FW,Fatih Karagümrük,31,1990,12,3,322,3.6,0,1,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,Matches
593,Tunay Torun\d46ce637,tr TUR,MF,Kasımpaşa,31,1990,9,1,118,1.3,0,1,0,0,0,1,0,0.00,0.76,0.76,0.00,0.76,Matches
594,Alin Toșca\322ba2df,ro ROU,DF,Gaziantep FK,29,1992,31,30,2641,29.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Fatih Karagümrük,27,1994,10,6,431,4.8,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
596,Adama Traoré\1a6f2a66,ml MLI,MF,Hatayspor,26,1995,17,15,1295,14.4,1,3,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28,Matches
597,Hamidou Traoré\6e2b12b5,ml MLI,MF,Giresunspor,24,1996,32,29,2442,27.1,2,2,2,0,0,5,1,0.07,0.07,0.15,0.07,0.15,Matches
598,Michal Trávník\f301f363,cz CZE,MF,Kasımpaşa,27,1994,29,17,1729,19.2,3,2,3,0,0,9,0,0.16,0.10,0.26,0.16,0.26,Matches
599,Trézéguet\3ae14ed1,eg EGY,MF,Başakşehir,26,1994,13,13,1033,11.5,6,3,6,0,0,1,0,0.52,0.26,0.78,0.52,0.78,Matches
600,Anders Trondsen\438ae11e,no NOR,DF,Trabzonspor,26,1995,11,7,618,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
601,Ozan Tufan\17d45fb2,tr TUR,DF,Fenerbahçe,26,1995,6,2,174,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
602,Arda Turan\017ab4d4,tr TUR,FWMF,Galatasaray,34,1987,7,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
603,Yusuf Türk\bcffc434,tr TUR,MF,Gaziantep FK,23,1998,2,0,44,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
604,Hüseyin Türkmen\3fa66cb2,tr TUR,DF,Trabzonspor,23,1998,13,9,699,7.8,0,1,0,0,0,6,1,0.00,0.13,0.13,0.00,0.13,Matches
605,Deniz Turuc\ed140063,tr TUR,MF,Başakşehir,28,1993,33,20,1912,21.2,6,1,5,1,1,6,0,0.28,0.05,0.33,0.24,0.28,Matches
606,Hüsamettin Tut\238c89e5,tr TUR,DF,Giresunspor,30,1991,1,1,44,0.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
607,Salih Uçan\fe154b26,tr TUR,MF,Beşiktaş,27,1994,10,5,441,4.9,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
608,Salih Uçan\fe154b26,tr TUR,MF,Başakşehir,27,1994,11,2,292,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
609,Adnan Ugur\f6110f10,be BEL,MF,Fatih Karagümrük,20,2001,24,13,1173,13.0,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches
610,Yigit Ulas\b7a53efc,tr TUR,MF,Yeni Mal'spor,17,2004,3,1,137,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
